Account Short Name,Segment,Key Account Type,V1,Perf Reporting?,,2018 Division,2019 Division,2019 BMP Label,2020 Division,2020 BU Label,2020 DIV Label,2020 Business Model Label,,Product Line,"Original 
Product Line","2020 Mapped 
Product Line",Division-2019,"2020 
Current/Old",2020 Division,"2020 For 
Reporting",,2019 Prod Code,2020 Prod Code,Domain,EcoX,Margin,,OpportunityScope,EcoX?,EcoX Domain1,EcoX Domain2,EcoX Domain3,,"2020 For 
Reporting",2020 Division,,Product Line,"Original 
Product Line","2020 Mapped 
Product Line",Division-2019,"2020 
Current/Old",2020 Division,"2020 For 
Reporting",US Reporting Div,NAM Ops?,"US P&L, L1","US P&L, L2","US P&L, L3",,,Services,,,ESX L2L3,,,Adv+SW,,,,,,,,UPD 3.2.2021,,,,,,,,,,,,,Flywheel Ref Data,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-WONDERWARE MES-MES LIC 0047,Aveva,IDSFT,WONDERWARE MES,MES LIC 0047,IDSFT-WONDERWARE MES-MES LIC 0047,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-WONDERWARE MES-WW OPS/EX LIC 0073,Aveva,IDSFT,WONDERWARE MES,WW OPS/EX LIC 0073,IDSFT-WONDERWARE MES-WW OPS/EX LIC 0073,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-WW CNTRL  CNFG  MGMT-CNTL  CNFG  MGMT CF,Aveva,IDSFT,WW CNTRL  CNFG  MGMT,CNTL  CNFG  MGMT CF,IDSFT-WW CNTRL  CNFG  MGMT-CNTL  CNFG  MGMT CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-WW CNTRL  CNFG  MGMT-CNTL  CNFG  MGMT LIC,Aveva,IDSFT,WW CNTRL  CNFG  MGMT,CNTL  CNFG  MGMT LIC,IDSFT-WW CNTRL  CNFG  MGMT-CNTL  CNFG  MGMT LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-WW CNTRL  CNFG  MGMT-CNTL  CNFG  MGMT SUBS,Aveva,IDSFT,WW CNTRL  CNFG  MGMT,CNTL  CNFG  MGMT SUBS,IDSFT-WW CNTRL  CNFG  MGMT-CNTL  CNFG  MGMT SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-WW CNTRL  CNFG  MGMT-CNTL  CNFG  MGMT SVC,Aveva,IDSFT,WW CNTRL  CNFG  MGMT,CNTL  CNFG  MGMT SVC,IDSFT-WW CNTRL  CNFG  MGMT-CNTL  CNFG  MGMT SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-WW SYSTEM PLATFORM-WW SYSPL LIC 0077,Aveva,IDSFT,WW SYSTEM PLATFORM,WW SYSPL LIC 0077,IDSFT-WW SYSTEM PLATFORM-WW SYSPL LIC 0077,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-WW SYSTEM PLATFORM-WW SYSPL SVC 0078,Aveva,IDSFT,WW SYSTEM PLATFORM,WW SYSPL SVC 0078,IDSFT-WW SYSTEM PLATFORM-WW SYSPL SVC 0078,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-WW SYSTEM PLATFORM-WW SYSTEM PLATFRM SUBS,Aveva,IDSFT,WW SYSTEM PLATFORM,WW SYSTEM PLATFRM SUBS,IDSFT-WW SYSTEM PLATFORM-WW SYSTEM PLATFRM SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDCOM-ADVISOR DIGITAL OFFERS-TELEVISBLUE,TelevisBlue,IDCOM,ADVISOR DIGITAL OFFERS,TELEVISBLUE,IDCOM-ADVISOR DIGITAL OFFERS-TELEVISBLUE,1,0,IND AUTOMATION OPS,COMMERCIAL (ELIWELL),IDCOM-TelevisBlue,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDEUR-ADVISOR DIGITAL OFFERS-EMCA Advisor,EcoStruxure Manufacturing Compliance Advisor,IDEUR,ADVISOR DIGITAL OFFERS,EMCA Advisor,IDEUR-ADVISOR DIGITAL OFFERS-EMCA Advisor,1,0,IND AUTOMATION OPS,EUROTHERM,IDEUR-EcoStruxure Manufacturing Compliance Advisor,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDHMI-ADVISOR DIGITAL OFFERS-Proface Connect Adv,EcoStruxure Secure Connect Advisor,IDHMI,ADVISOR DIGITAL OFFERS,Proface Connect Adv,IDHMI-ADVISOR DIGITAL OFFERS-Proface Connect Adv,0,0,IND AUTOMATION OPS,HUMAN MACHINE INTFC,IDHMI-EcoStruxure Secure Connect Advisor,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDHMI-ADVISOR DIGITAL OFFERS-Secure Connect Advisor,EcoStruxure Secure Connect Advisor,IDHMI,ADVISOR DIGITAL OFFERS,Secure Connect Advisor,IDHMI-ADVISOR DIGITAL OFFERS-Secure Connect Advisor,0,0,IND AUTOMATION OPS,HUMAN MACHINE INTFC,IDHMI-EcoStruxure Secure Connect Advisor,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDOL2-ADVISOR DIGITAL OFFERS-MACHINE ADVISOR,EcoStruxure Machine Advisor,IDOL2,ADVISOR DIGITAL OFFERS,MACHINE ADVISOR,IDOL2-ADVISOR DIGITAL OFFERS-MACHINE ADVISOR,1,0,IND AUTOMATION OPS,INDUSTRY OEM SYSTEMS,IDOL2-EcoStruxure Machine Advisor,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDFLD-ADVISOR DIGITAL OFFERS-CENTERON,Centeron,IDFLD,ADVISOR DIGITAL OFFERS,CENTERON,IDFLD-ADVISOR DIGITAL OFFERS-CENTERON,0,0,IND PROCESS AUTOMATION,FIELD DEVICES,IDFLD-Centeron,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDPAS-Advisor Digital Offers-Connected RemoteWatch,DCS Advisor,IDPAS,Advisor Digital Offers,Connected RemoteWatch,IDPAS-Advisor Digital Offers-Connected RemoteWatch,0,1,IND PROCESS AUTOMATION,PROCESS AUT FIELD SERV,IDPAS-DCS Advisor,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDPAS-Advisor Digital Offers-Esx AU Production Adv,Autonomous Production Advisor ,IDPAS,Advisor Digital Offers,Esx AU Production Adv,IDPAS-Advisor Digital Offers-Esx AU Production Adv,0,1,IND PROCESS AUTOMATION,PROCESS AUT FIELD SERV,IDPAS-Autonomous Production Advisor ,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDPAS-Advisor Digital Offers-Esx Safety Advisor,EcoStruxure Process Safety Advisor,IDPAS,Advisor Digital Offers,Esx Safety Advisor,IDPAS-Advisor Digital Offers-Esx Safety Advisor,0,1,IND PROCESS AUTOMATION,PROCESS AUT FIELD SERV,IDPAS-EcoStruxure Process Safety Advisor,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDPAS-Advisor Digital Offers-Ind Managed Services,Industry Managed Services,IDPAS,Advisor Digital Offers,Ind Managed Services,IDPAS-Advisor Digital Offers-Ind Managed Services,0,1,IND PROCESS AUTOMATION,PROCESS AUT FIELD SERV,IDPAS-Industry Managed Services,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDPAS-Advisor Digital Offers-RemoteWatch,DCS Advisor,IDPAS,Advisor Digital Offers,RemoteWatch,IDPAS-Advisor Digital Offers-RemoteWatch,0,1,IND PROCESS AUTOMATION,PROCESS AUT FIELD SERV,IDPAS-DCS Advisor,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDPAS-Customer FIRST-CF DCS Advisor,DCS Advisor,IDPAS,Customer FIRST,CF DCS Advisor,IDPAS-Customer FIRST-CF DCS Advisor,0,1,IND PROCESS AUTOMATION,PROCESS AUT FIELD SERV,IDPAS-DCS Advisor,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDPAS-Customer FIRST-CF Safety Advisor,EcoStruxure Process Safety Advisor,IDPAS,Customer FIRST,CF Safety Advisor,IDPAS-Customer FIRST-CF Safety Advisor,0,1,IND PROCESS AUTOMATION,PROCESS AUT FIELD SERV,IDPAS-EcoStruxure Process Safety Advisor,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDPAS-Cybersec Services-Cybersec Services,Cybersecurity,IDPAS,Cybersec Services,Cybersec Services,IDPAS-Cybersec Services-Cybersec Services,0,1,IND PROCESS AUTOMATION,PROCESS AUT FIELD SERV,IDPAS-Cybersecurity,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDIBS-Advisor Digital Offers-Esx Asset Advisor,EcoStruxure Asset Advisor for Drives,IDIBS,Advisor Digital Offers,Esx Asset Advisor,IDIBS-Advisor Digital Offers-Esx Asset Advisor,0,1,SCE IND AUT FIELD SERV,INDUSTRY FIELD SERVICE,IDIBS-EcoStruxure Asset Advisor for Drives,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDIBS-Advisor Digital Offers-Esx Pumping Perf Adv,EcoStruxure Pumping Performance Advisor,IDIBS,Advisor Digital Offers,Esx Pumping Perf Adv,IDIBS-Advisor Digital Offers-Esx Pumping Perf Adv,0,1,SCE IND AUT FIELD SERV,INDUSTRY FIELD SERVICE,IDIBS-EcoStruxure Pumping Performance Advisor,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDIBS-Cybersec Services-Cybersec Services,Cybersecurity,IDIBS,Cybersec Services,Cybersec Services,IDIBS-Cybersec Services-Cybersec Services,0,1,SCE IND AUT FIELD SERV,INDUSTRY FIELD SERVICE,IDIBS-Cybersecurity,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INIBS-CYBERSEC SERVICES-CYBERSEC SERVICES,Cybersecurity,INIBS,CYBERSEC SERVICES,CYBERSEC SERVICES,INIBS-CYBERSEC SERVICES-CYBERSEC SERVICES,0,1,SCE POWER FIELD SERV.,POWER FIELD SERVICES,INIBS-Cybersecurity,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INIBS-DIGITAL RECURRING-ASP CONNECT,EcoStruxure Asset Advisor for Electrical Distribution,INIBS,DIGITAL RECURRING,ASP CONNECT,INIBS-DIGITAL RECURRING-ASP CONNECT,0,1,SCE POWER FIELD SERV.,POWER FIELD SERVICES,INIBS-EcoStruxure Asset Advisor for Electrical Distribution,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INIBS-DIGITAL RECURRING-ASSET ADVISOR PREDICT,EcoStruxure Asset Advisor for Electrical Distribution,INIBS,DIGITAL RECURRING,ASSET ADVISOR PREDICT,INIBS-DIGITAL RECURRING-ASSET ADVISOR PREDICT,0,1,SCE POWER FIELD SERV.,POWER FIELD SERVICES,INIBS-EcoStruxure Asset Advisor for Electrical Distribution,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INIBS-DIGITAL RECURRING-ASSET ADVISOR PREVENT,EcoStruxure Asset Advisor for Electrical Distribution,INIBS,DIGITAL RECURRING,ASSET ADVISOR PREVENT,INIBS-DIGITAL RECURRING-ASSET ADVISOR PREVENT,0,1,SCE POWER FIELD SERV.,POWER FIELD SERVICES,INIBS-EcoStruxure Asset Advisor for Electrical Distribution,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INIBS-DIGITAL RECURRING-ECOSTRUX SERVICE PLANS,EcoStruxure Service Plan Power,INIBS,DIGITAL RECURRING,ECOSTRUX SERVICE PLANS,INIBS-DIGITAL RECURRING-ECOSTRUX SERVICE PLANS,0,1,SCE POWER FIELD SERV.,POWER FIELD SERVICES,INIBS-EcoStruxure Service Plan Power,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIBS-Digital Services SP-Asset Adv SP&C,EcoStruxure Asset Advisor SP&C,SPIBS,Digital Services SP,Asset Adv SP&C,SPIBS-Digital Services SP-Asset Adv SP&C,0,1,SCE SECURE POWER SERV.,SECURE PWR FIELD SERV,SPIBS-EcoStruxure Asset Advisor SP&C,IT,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIBS-Digital Services SP-Cybersec Services,Cybersecurity,SPIBS,Digital Services SP,Cybersec Services,SPIBS-Digital Services SP-Cybersec Services,0,1,SCE SECURE POWER SERV.,SECURE PWR FIELD SERV,SPIBS-Cybersecurity,IT,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIBS-Digital Services SP-EcoX Service Plans,EcoStruxure Service Plan Secure Power,SPIBS,Digital Services SP,EcoX Service Plans,SPIBS-Digital Services SP-EcoX Service Plans,0,1,SCE SECURE POWER SERV.,SECURE PWR FIELD SERV,SPIBS-EcoStruxure Service Plan Secure Power,IT,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIBS-Digital Services SP-Edge Services,Edge Services,SPIBS,Digital Services SP,Edge Services,SPIBS-Digital Services SP-Edge Services,0,1,SCE SECURE POWER SERV.,SECURE PWR FIELD SERV,SPIBS-Edge Services,IT,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIBS-Software Services SP-Software Services,Software Install & Config,SPIBS,Software Services SP,Software Services,SPIBS-Software Services SP-Software Services,0,1,SCE SECURE POWER SERV.,SECURE PWR FIELD SERV,SPIBS-Software Install & Config,IT,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBSL2-BUILDING SYSTEMS-CYBERSECURITY SUPPORT,Cybersecurity,DBSL2,CYBERSECURITY PROJECTS,CYBERSECURITY PROJECTS,DBSL2-BUILDING SYSTEMS-CYBERSECURITY SUPPORT,1,0,ENM DIGITAL ENERGY,DIGITAL BUILDINGS PROJ,DBSL2-Cybersecurity,Building,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBIBS-ANNUAL SERVICE PLANS-ASP BDG ADVISOR MSAAS,EcoStruxure Building Advisor,DBIBS,ADVISOR SRV &SRV PLANS,BA SAAS SUBSCRIPTION,DBIBS-ANNUAL SERVICE PLANS-ASP BDG ADVISOR MSAAS,0,1,ENM DIGITAL ENERGY,DIGITAL BUILDINGS SERV,DBIBS-EcoStruxure Building Advisor,Building,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBIBS-ANNUAL SERVICE PLANS-ASP BDG ADVISOR PLUS,EcoStruxure Building Advisor,DBIBS,ADVISOR SRV &SRV PLANS,BA SERVICES PLAN-PLUS,DBIBS-ANNUAL SERVICE PLANS-ASP BDG ADVISOR PLUS,0,1,ENM DIGITAL ENERGY,DIGITAL BUILDINGS SERV,DBIBS-EcoStruxure Building Advisor,Building,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBIBS-ANNUAL SERVICE PLANS-ASP BDG ADVISOR PRIME,EcoStruxure Building Advisor,DBIBS,ADVISOR SRV &SRV PLANS,BA SERVICES PLAN-PRIME,DBIBS-ANNUAL SERVICE PLANS-ASP BDG ADVISOR PRIME,0,1,ENM DIGITAL ENERGY,DIGITAL BUILDINGS SERV,DBIBS-EcoStruxure Building Advisor,Building,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBIBS-ANNUAL SERVICE PLANS-ASP BDG ADVISOR ULTRA,EcoStruxure Building Advisor,DBIBS,ADVISOR SRV &SRV PLANS,BA SERVICES PLAN-ULTRA,DBIBS-ANNUAL SERVICE PLANS-ASP BDG ADVISOR ULTRA,0,1,ENM DIGITAL ENERGY,DIGITAL BUILDINGS SERV,DBIBS-EcoStruxure Building Advisor,Building,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBIBS-ANNUAL SERVICE PLANS-ASP WORKPLACE ADVISOR,EcoStruxure Workplace Advisor,DBIBS,ADVISOR SRV &SRV PLANS,WPA SAAS SUBSCRIPTION,DBIBS-ANNUAL SERVICE PLANS-ASP WORKPLACE ADVISOR,0,1,ENM DIGITAL ENERGY,DIGITAL BUILDINGS SERV,DBIBS-EcoStruxure Workplace Advisor,Building,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBIBS-ON DEMAND SERVICES-ODM CYBERSEC SERVICES,Cybersecurity,DBIBS,CYBERSECURITY SERVICES,CYBERSECURITY SERVICES,DBIBS-ON DEMAND SERVICES-ODM CYBERSEC SERVICES,0,1,ENM DIGITAL ENERGY,DIGITAL BUILDINGS SERV,DBIBS-Cybersecurity,Building,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISGT-GEOSPATIAL-ARCFM,Asset Management,DGRID,ARCFM,ARCFM SW,SISGT-GEOSPATIAL-ARCFM,1,0,ENM DIGITAL ENERGY,DIGITAL GRID,SISGT-Asset Management,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISGT-GEOSPATIAL-ARCFM MOBILE,Asset Management,DGRID,ARCFM Mobile,ARCFM MOBILE SW,SISGT-GEOSPATIAL-ARCFM MOBILE,1,0,ENM DIGITAL ENERGY,DIGITAL GRID,SISGT-Asset Management,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISGT-CYBERSEC SERVICES-CYBERSEC services,Cybersecurity,DGRID,CYBERSEC SERVICES,CYBERSEC services,SISGT-CYBERSEC SERVICES-CYBERSEC services,1,0,ENM DIGITAL ENERGY,DIGITAL GRID,SISGT-Cybersecurity,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISGT-GEOSPATIAL-DESIGNER,Asset Management,DGRID,DESIGNER,DESIGNER SW,SISGT-GEOSPATIAL-DESIGNER,1,0,ENM DIGITAL ENERGY,DIGITAL GRID,SISGT-Asset Management,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISGT-DMS-DMS,Operations Management,DGRID,DMS,DMS,SISGT-DMS-DMS,1,0,ENM DIGITAL ENERGY,DIGITAL GRID,SISGT-Operations Management,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISGT-GEOSPATIAL-FIBER MANAGER,Asset Management,DGRID,FIBER MANAGER,FIBER MANAGER SW,SISGT-GEOSPATIAL-FIBER MANAGER,1,0,ENM DIGITAL ENERGY,DIGITAL GRID,SISGT-Asset Management,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISGT-OASYS EU / DSCADA-OASYS EU / DSCADA,Operations Management,DGRID,OASYS EU / DSCADA,OASYS EU / DSCADA,SISGT-OASYS EU / DSCADA-OASYS EU / DSCADA,1,0,ENM DIGITAL ENERGY,DIGITAL GRID,SISGT-Operations Management,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISGT-GEOSPATIAL-RESPONDER,Asset Management,DGRID,RESPONDER,RESPONDER SW,SISGT-GEOSPATIAL-RESPONDER,1,0,ENM DIGITAL ENERGY,DIGITAL GRID,SISGT-Asset Management,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISGT-SFP OTHER FOR SISGT-FAMILY OTHER FOR SISGT,Other,DGRID,SFP OTHER FOR DGRID,FAMILY OTHER FOR DGRID,SISGT-SFP OTHER FOR SISGT-FAMILY OTHER FOR SISGT,1,0,ENM DIGITAL ENERGY,DIGITAL GRID,SISGT-Other,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPIBS-METERS AND MONITORING-ED DIGITIZATION,Cybersecurity,DPIBS,Cyber thru Field Sce,Cybersecurity services,DPIBS-METERS AND MONITORING-ED DIGITIZATION,0,1,ENM DIGITAL ENERGY,DIGITAL POWER SERVICES,DPIBS-Cybersecurity,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPIBS-POWER ADVISOR CONTRACT-POWER ADVISOR CONTRACT,EcoStruxure Asset Advisor for Electrical Distribution,DPIBS,Dig instal commis sce,Asset Advisor Setup,DPIBS-POWER ADVISOR CONTRACT-POWER ADVISOR CONTRACT,0,1,ENM DIGITAL ENERGY,DIGITAL POWER SERVICES,DPIBS-EcoStruxure Asset Advisor for Electrical Distribution,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPENP-FA SUPPORT & SERVICES-FA ADVANCED SERVICES,EcoStruxure Asset Advisor for Electrical Distribution,DPIBS,Digital Services,Asset Advisor Subsc,DPENP-FA SUPPORT & SERVICES-FA ADVANCED SERVICES,0,1,ENM DIGITAL ENERGY,DIGITAL POWER SERVICES,DPENP-EcoStruxure Asset Advisor for Electrical Distribution,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPENP-FA SUPPORT & SERVICES-FA TRAINING,EcoStruxure Service Plan Power,DPIBS,Digital Services,Ecostruxure Sce Plan,DPENP-FA SUPPORT & SERVICES-FA TRAINING,0,1,ENM DIGITAL ENERGY,DIGITAL POWER SERVICES,DPENP-EcoStruxure Service Plan Power,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPENP-FA SUPPORT & SERVICES-FA SITE SERVICES,EcoStruxure Power Advisor,DPIBS,Digital Services,Power Advisor Subsc,DPENP-FA SUPPORT & SERVICES-FA SITE SERVICES,0,1,ENM DIGITAL ENERGY,DIGITAL POWER SERVICES,DPENP-EcoStruxure Power Advisor,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPENS-MICROGRID SOLUTIONS-MICROGRID SOLUTIONS,EcoStruxure Microgrid Advisor,DPENS,SOLUTIONS,EMO - EMA,DPENS-MICROGRID SOLUTIONS-MICROGRID SOLUTIONS,1,0,ENM DIGITAL ENERGY,ELECTRIC NETWORKS PROJ,DPENS-EcoStruxure Microgrid Advisor,Power,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENSFT-ALPI-ALPI,ALPI,EMSFT,ALPI,ALPI,ENSFT-ALPI-ALPI,0,0,ENM OFF MATRIX,ENGY SOFT VERITCALIZED,ENSFT-ALPI,Power,,,,,,
